Episode,Episode Score,100-Ep Rolling Avg
0,-0.05,
1,-0.1,
2,-0.7000000000000002,
3,-0.39999999999999997,
4,-0.15000000000000002,
5,0.0,
6,-3.5499999999999927,
7,-0.15000000000000002,
8,-1.4500000000000004,
9,-3.7499999999999964,
10,-0.45,
11,-0.7500000000000001,
12,-3.2999999999999967,
13,-0.1,
14,-1.1000000000000003,
15,-2.5000000000000013,
16,-0.5499999999999999,
17,0.0,
18,-1.1000000000000003,
19,-1.8500000000000008,
20,-1.4500000000000004,
21,-0.55,
22,-0.45000000000000007,
23,-0.05,
24,-0.65,
25,-1.0500000000000007,
26,-0.9500000000000002,
27,-1.1000000000000003,
28,-1.7500000000000009,
29,-0.35000000000000003,
30,-0.1,
31,0.0,
32,0.0,
33,-1.0000000000000002,
34,-0.8500000000000001,
35,-0.4,
36,-0.6000000000000001,
37,-1.5000000000000004,
38,-0.2,
39,-0.35000000000000003,
40,-0.1,
41,-0.05,
42,0.0,
43,-1.0499999999999998,
44,-0.35,
45,-0.6500000000000001,
46,-0.6,
47,-0.35000000000000003,
48,-0.6500000000000001,
49,-0.45,
50,-4.349999999999996,
51,-2.349999999999998,
52,-1.05,
53,-1.3500000000000005,
54,-0.30000000000000004,
55,-0.35,
56,-0.30000000000000004,
57,-0.5499999999999999,
58,-0.6,
59,-0.05,
60,-1.8500000000000012,
61,-0.9000000000000001,
62,-1.5000000000000007,
63,-2.4999999999999996,
64,-1.5000000000000004,
65,-0.2,
66,-0.25,
67,-0.44999999999999996,
68,-0.1,
69,-0.2,
70,-0.2,
71,-0.7,
72,0.0,
73,-0.2,
74,-0.65,
75,-0.7000000000000001,
76,-0.30000000000000004,
77,-0.44999999999999996,
78,-0.15000000000000002,
79,-2.25,
80,-1.4000000000000008,
81,-0.15000000000000002,
82,-0.2,
83,0.0,
84,0.0,
85,-0.15000000000000002,
86,-1.2500000000000004,
87,-0.5499999999999999,
88,-0.05,
89,-0.35000000000000053,
90,-0.6500000000000001,
91,-1.1500000000000004,
92,-0.39999999999999997,
93,0.0,
94,-0.2,
95,-0.44999999999999996,
96,-0.4,
97,0.0,
98,-0.49999999999999994,
99,-0.25,-0.7399999999999999
100,-0.15000000000000002,-0.741
101,-0.1,-0.7409999999999998
102,-0.1,-0.735
103,0.0,-0.731
104,-1.1500000000000004,-0.7409999999999998
105,-0.15000000000000002,-0.7424999999999998
106,-0.3,-0.71
107,-0.05,-0.709
108,-0.1,-0.6955
109,0.0,-0.6580000000000001
110,-1.5000000000000004,-0.6685000000000001
111,-0.1,-0.662
112,-0.25,-0.6315000000000001
113,-0.7000000000000001,-0.6375000000000001
114,-0.3,-0.6295000000000001
115,-3.8499999999999943,-0.643
116,-0.6000000000000001,-0.6435
117,-0.15000000000000002,-0.645
118,-0.49999999999999994,-0.639
119,-0.05,-0.621
120,-0.15000000000000002,-0.608
121,-0.1,-0.6034999999999999
122,0.0,-0.599
123,-0.2,-0.6004999999999999
124,0.0,-0.594
125,-0.44999999999999996,-0.588
126,-0.05,-0.579
127,-1.0,-0.578
128,-1.3000000000000003,-0.5734999999999999
129,-0.15000000000000002,-0.5714999999999999
130,-0.15000000000000002,-0.5719999999999998
131,-2.899999999999999,-0.601
132,-0.9,-0.6099999999999999
133,-0.6500000000000008,-0.6064999999999999
134,-2.899999999999999,-0.627
135,-1.3000000000000005,-0.6359999999999999
136,-0.35,-0.6335
137,0.0,-0.6184999999999999
138,-0.25,-0.6189999999999999
139,-0.35000000000000003,-0.6189999999999999
140,-0.39999999999999997,-0.6219999999999999
141,0.0,-0.6214999999999999
142,0.25,-0.6189999999999999
143,-0.25,-0.611
144,-0.25,-0.6099999999999999
145,-0.6,-0.6094999999999999
146,-1.7500000000000009,-0.621
147,-0.2,-0.6194999999999999
148,0.0,-0.613
149,-0.35,-0.612
150,-1.800000000000001,-0.5865
151,-0.8500000000000002,-0.5715
152,-0.25,-0.5635
153,-0.25,-0.5525
154,-0.6,-0.5555
155,-0.2,-0.5539999999999999
156,-0.3,-0.5539999999999999
157,-0.15000000000000002,-0.55
158,-1.2000000000000004,-0.556
159,-0.2,-0.5575
