Episode,Episode Score,100-Ep Rolling Avg
251,-5.450000000000001,-2.888
252,-3.4,-2.8854999999999995
253,2.5499999999999994,-2.82
254,-3.3,-2.8154999999999997
255,-3.1,-2.8155
256,2.349999999999999,-2.8114999999999997
257,-4.8500000000000005,-2.8139999999999996
258,-3.75,-2.8194999999999997
259,-3.2,-2.819
260,-3.1,-2.8505000000000003
261,-9.449999999999992,-2.915
262,1.65,-2.8574999999999995
263,3.15,-2.7714999999999996
264,-7.249999999999988,-2.7914999999999996
265,2.9499999999999997,-2.7260000000000004
266,-4.1000000000000005,-2.737
267,-4.25,-2.7464999999999997
268,-3.0,-2.7454999999999994
269,-4.3500000000000005,-2.747
270,-4.750000000000001,-2.7489999999999997
271,3.55,-2.6765
272,-3.6,-2.6595
273,-4.25,-2.6595
274,-7.299999999999988,-2.6864999999999997
275,-3.4,-2.687
276,-3.45,-2.6464999999999996
277,-4.6000000000000005,-2.6455
278,-4.950000000000001,-2.659
279,-5.1000000000000005,-2.676999999999999
280,-4.0,-2.6829999999999994
281,-3.05,-2.6729999999999996
282,-3.1,-2.6734999999999998
283,-6.15,-2.6949999999999994
284,-3.7,-2.7015
285,-3.7,-2.6965
286,-4.0,-2.6995
287,-3.8000000000000003,-2.7029999999999994
288,-3.15,-2.6975
289,-3.7,-2.7025
290,-3.3,-2.7659999999999996
291,-4.25,-2.8109999999999995
292,-3.0,-2.796
293,-4.750000000000001,-2.8084999999999996
294,-4.3500000000000005,-2.8754999999999997
295,-3.4,-2.8585
296,-3.9000000000000004,-2.8324999999999996
297,-3.25,-2.9015
298,-3.35,-2.9025
299,-3.4,-2.9015
300,-4.0,-2.8999999999999995
301,-8.299999999999994,-2.9465
302,-3.35,-2.943999999999999
303,-3.6500000000000004,-2.947
304,-4.15,-2.9579999999999997
305,1.8499999999999992,-2.9095
306,-7.599999999999993,-3.0209999999999995
307,-6.5,-3.054
308,1.5500000000000012,-3.0054999999999996
309,-4.750000000000001,-3.0144999999999995
310,-7.399999999999998,-3.0529999999999995
311,3.05,-2.9754999999999994
312,-3.4,-2.9734999999999996
313,-3.2,-2.9684999999999997
314,0.8500000000000014,-2.9279999999999995
315,-3.4,-2.9274999999999993
316,-3.0,-2.9274999999999993
317,-0.4499999999999975,-2.8939999999999992
318,3.45,-2.8229999999999995
319,2.75,-2.8269999999999995
320,0.7500000000000018,-2.7814999999999994
321,-6.45,-2.8624999999999994
322,-7.399999999999987,-2.9019999999999997
323,-3.6,-2.896499999999999
324,-3.85,-2.9049999999999994
325,-3.35,-2.8724999999999996
326,-7.349999999999998,-2.9764999999999993
327,-6.399999999999999,-3.0769999999999995
328,3.35,-3.0749999999999993
329,-4.9,-3.154499999999999
330,-3.0,-3.1399999999999992
331,-5.9499999999999975,-3.1594999999999995
332,3.45,-3.1604999999999994
333,-7.849999999999987,-3.207999999999999
334,-3.8,-3.2039999999999993
335,-3.9,-3.2054999999999993
336,-7.899999999999986,-3.250999999999999
337,-6.649999999999997,-3.2874999999999988
338,-3.25,-3.347499999999999
339,-0.6499999999999941,-3.319999999999999
340,0.4499999999999984,-3.274499999999999
341,-4.2,-3.2814999999999994
342,2.8499999999999996,-3.2219999999999995
343,0.950000000000002,-3.177999999999999
344,-3.1,-3.175499999999999
345,-7.949999999999987,-3.222999999999999
346,-3.7,-3.179999999999999
347,3.25,-3.0964999999999985
348,-7.249999999999997,-3.1139999999999985
349,-3.85,-3.179999999999999
350,-3.4,-3.1734999999999984
351,3.45,-3.084499999999999
352,3.55,-3.014999999999999
353,-0.9499999999999948,-3.049999999999999
354,-3.3,-3.049999999999999
355,-3.45,-3.053499999999999
356,3.55,-3.041499999999999
357,-3.0,-3.022999999999999
358,-7.499999999999998,-3.060499999999999
359,-7.299999999999996,-3.101499999999999
360,-4.6000000000000005,-3.1164999999999985
361,-3.05,-3.052499999999999
362,-3.45,-3.103499999999999
363,-3.3,-3.167999999999999
364,3.25,-3.062999999999999
365,-3.1,-3.1234999999999986
366,-5.4,-3.1364999999999994
367,2.8499999999999996,-3.065499999999999
368,2.8499999999999996,-3.0069999999999992
369,3.45,-2.9289999999999985
370,2.8499999999999996,-2.852999999999999
371,-3.6,-2.9244999999999988
372,-3.45,-2.922999999999999
373,-4.500000000000001,-2.925499999999999
374,1.9499999999999993,-2.8329999999999997
375,-7.149999999999988,-2.870499999999999
376,-3.0,-2.865999999999999
377,-8.199999999999996,-2.901999999999999
378,-3.25,-2.884999999999999
379,-5.949999999999999,-2.893499999999999
380,2.249999999999999,-2.830999999999999
381,-9.09999999999999,-2.891499999999999
382,3.15,-2.828999999999999
383,-4.25,-2.8099999999999987
384,-5.65,-2.8294999999999986
385,-7.099999999999989,-2.8634999999999984
386,3.55,-2.7879999999999985
387,-4.6000000000000005,-2.795999999999999
388,2.9499999999999997,-2.734999999999998
389,-5.1000000000000005,-2.7489999999999988
390,2.9499999999999997,-2.6864999999999988
391,0.6499999999999999,-2.6374999999999984
392,-3.8000000000000003,-2.6454999999999984
393,-3.3,-2.6309999999999985
394,0.5500000000000043,-2.581999999999999
395,-3.95,-2.587499999999998
396,1.9499999999999993,-2.5289999999999986
397,-4.5,-2.5414999999999988
398,-3.55,-2.5434999999999985
399,-3.45,-2.5439999999999987
400,-3.55,-2.5394999999999985
401,-4.0,-2.496499999999999
402,-3.8000000000000003,-2.500999999999999
403,-4.2,-2.5064999999999986
404,-8.849999999999994,-2.5534999999999983
405,-3.55,-2.607499999999999
406,-3.55,-2.566999999999999
407,3.55,-2.466499999999999
408,-3.6,-2.517999999999999
409,-3.9000000000000004,-2.5094999999999987
410,-3.05,-2.465999999999999
411,-3.7,-2.5334999999999988
412,-4.2,-2.5414999999999988
413,3.3499999999999996,-2.4759999999999986
414,-3.25,-2.5169999999999986
415,3.25,-2.4504999999999986
416,1.65,-2.4039999999999986
417,-3.0,-2.4294999999999987
418,1.6499999999999995,-2.4474999999999985
419,-8.149999999999995,-2.5564999999999984
420,-4.900000000000001,-2.612999999999998
421,-4.800000000000001,-2.5964999999999985
422,-4.2,-2.564499999999999
423,3.55,-2.492999999999999
424,3.05,-2.423999999999999
425,-3.9,-2.4294999999999987
426,2.049999999999999,-2.335499999999999
427,-3.45,-2.3059999999999987
428,-3.3,-2.372499999999999
429,-5.3500000000000005,-2.376999999999999
430,-3.45,-2.381499999999999
431,2.6499999999999995,-2.2954999999999988
432,-3.35,-2.3634999999999993
433,1.3499999999999996,-2.271499999999999
434,-1.3499999999999943,-2.246999999999999
435,3.25,-2.175499999999999
436,-5.799999999999999,-2.154499999999999
437,-3.1,-2.1189999999999993
438,0.35000000000000187,-2.0829999999999993
439,-3.05,-2.1069999999999993
440,-3.55,-2.146999999999999
441,-6.349999999999996,-2.168499999999999
442,-3.4,-2.230999999999999
443,-4.300000000000001,-2.283499999999999
444,2.049999999999999,-2.231999999999999
445,-0.14999999999999591,-2.1539999999999995
446,-3.5,-2.1519999999999992
447,1.9499999999999993,-2.1649999999999996
448,-3.25,-2.1249999999999996
449,-5.500000000000001,-2.1414999999999993
450,2.6499999999999995,-2.0809999999999995
451,-3.0,-2.1454999999999997
452,3.55,-2.1454999999999993
453,-4.15,-2.1774999999999993
454,-0.3499999999999961,-2.1479999999999992
455,-3.6,-2.1494999999999993
456,1.9499999999999997,-2.1654999999999998
457,-0.9499999999999948,-2.1449999999999996
458,-0.049999999999998934,-2.0704999999999996
459,2.55,-1.9719999999999993
460,-3.0,-1.9559999999999993
461,-4.750000000000001,-1.9729999999999992
462,-4.950000000000001,-1.9879999999999995
463,-3.3,-1.9879999999999993
464,2.1499999999999995,-1.9989999999999992
465,-3.9000000000000004,-2.0069999999999992
466,1.35,-1.9394999999999993
467,-4.2,-2.0099999999999993
468,1.9499999999999988,-2.0189999999999997
469,-5.8,-2.1114999999999995
470,-7.099999999999988,-2.210999999999999
471,-3.25,-2.207499999999999
472,3.45,-2.138499999999999
473,3.05,-2.0629999999999993
474,3.55,-2.0469999999999993
475,2.6499999999999995,-1.9489999999999994
476,-4.25,-1.9614999999999996
477,-4.950000000000001,-1.9289999999999994
478,-7.2999999999999865,-1.9694999999999994
479,-3.4,-1.9439999999999993
480,-3.95,-2.0059999999999993
481,0.9500000000000002,-1.9054999999999993
482,-5.699999999999999,-1.9939999999999996
483,-6.3999999999999995,-2.0154999999999994
484,-7.449999999999986,-2.033499999999999
485,-4.05,-2.0029999999999992
486,2.8499999999999996,-2.0099999999999993
487,-3.15,-1.9954999999999996
488,-4.65,-2.071499999999999
489,-3.75,-2.0579999999999994
490,3.55,-2.051999999999999
491,-5.050000000000001,-2.1089999999999995
492,-3.05,-2.1014999999999993
493,1.7499999999999991,-2.0509999999999993
494,-0.649999999999995,-2.0629999999999997
495,3.05,-1.9929999999999992
496,-4.6000000000000005,-2.0584999999999996
497,-3.7,-2.0504999999999995
498,-4.5,-2.0599999999999996
499,-9.199999999999989,-2.1174999999999993
500,-4.9,-2.1309999999999993
501,-3.0,-2.1209999999999996
502,-3.05,-2.1134999999999993
503,2.749999999999999,-2.043999999999999
504,-4.1,-1.9964999999999993
505,3.65,-1.9244999999999992
506,-3.35,-1.9224999999999994
507,-0.5499999999999963,-1.9634999999999991
508,-6.2,-1.9894999999999994
509,-3.9,-1.9894999999999994
510,-7.599999999999987,-2.0349999999999993
511,1.4500000000000002,-1.9834999999999992
512,1.7500000000000004,-1.9239999999999993
513,2.5499999999999994,-1.931999999999999
514,-4.3500000000000005,-1.942999999999999
515,-3.0,-2.005499999999999
516,-3.8000000000000003,-2.059999999999999
517,2.249999999999999,-2.007499999999999
518,-3.1,-2.0549999999999993
519,-3.95,-2.0129999999999995
520,-5.25,-2.0164999999999993
521,2.5499999999999994,-1.9429999999999992
522,-3.0,-1.9309999999999992
523,-3.7,-2.0034999999999994
524,-3.2,-2.065999999999999
525,3.45,-1.9924999999999995
526,2.8499999999999996,-1.984499999999999
527,-3.45,-1.9844999999999993
528,-3.3,-1.984499999999999
529,-6.6999999999999895,-1.9979999999999989
530,-3.1,-1.9944999999999993
531,1.6500000000000004,-2.004499999999999
532,-7.249999999999999,-2.043499999999999
533,-3.05,-2.087499999999999
534,-3.4,-2.1079999999999988
535,-3.9,-2.179499999999999
536,3.35,-2.087999999999999
537,-3.3,-2.089999999999999
538,2.8499999999999996,-2.064999999999999
539,2.4499999999999993,-2.0099999999999993
540,-3.65,-2.0109999999999992
541,3.15,-1.9159999999999995
542,1.3500000000000014,-1.8684999999999994
543,-1.749999999999993,-1.842999999999999
544,1.4500000000000002,-1.8489999999999993
545,1.8499999999999992,-1.8289999999999993
546,-3.45,-1.8284999999999991
547,2.1499999999999995,-1.826499999999999
548,2.8499999999999996,-1.765499999999999
549,2.8499999999999996,-1.681999999999999
550,-7.09999999999999,-1.779499999999999
551,3.15,-1.717999999999999
552,-6.849999999999997,-1.821999999999999
553,2.4499999999999993,-1.7559999999999991
554,-5.3999999999999995,-1.8064999999999989
555,-3.65,-1.806999999999999
556,3.55,-1.790999999999999
557,-6.599999999999998,-1.8474999999999993
558,-3.4,-1.8809999999999991
559,-8.799999999999992,-1.994499999999999
560,-7.799999999999987,-2.0424999999999986
561,0.1500000000000039,-1.9934999999999987
562,-3.45,-1.9784999999999988
563,2.1499999999999995,-1.9239999999999988
564,2.55,-1.9199999999999988
565,1.1499999999999995,-1.8694999999999988
566,-4.0,-1.9229999999999987
567,-3.7,-1.917999999999999
568,-6.249999999999999,-1.999999999999999
569,-6.799999999999988,-2.0099999999999985
570,1.4499999999999988,-1.924499999999999
571,-3.1,-1.922999999999999
572,-0.1499999999999968,-1.9589999999999987
573,3.75,-1.9519999999999988
574,-4.300000000000001,-2.0304999999999986
575,-3.3,-2.089999999999999
576,3.75,-2.009999999999999
577,2.5499999999999994,-1.9349999999999985
578,3.55,-1.826499999999999
579,3.25,-1.7599999999999991
580,-4.15,-1.7619999999999987
581,2.75,-1.7439999999999989
582,-4.15,-1.7284999999999988
583,0.8500000000000023,-1.6559999999999988
584,-4.2,-1.623499999999999
585,2.1499999999999995,-1.5614999999999992
586,1.549999999999999,-1.5744999999999991
587,0.9499999999999997,-1.5334999999999992
588,-3.0,-1.5169999999999992
589,3.3499999999999996,-1.445999999999999
590,3.45,-1.446999999999999
591,-3.1,-1.4274999999999989
592,3.45,-1.3624999999999992
593,2.1499999999999995,-1.3584999999999992
594,-2.849999999999989,-1.380499999999999
595,2.049999999999999,-1.390499999999999
596,-3.25,-1.3769999999999991
597,-4.4,-1.383999999999999
598,2.5499999999999994,-1.3134999999999988
599,1.8499999999999996,-1.2029999999999992
600,1.1500000000000021,-1.1424999999999992
601,-4.750000000000001,-1.1599999999999993
602,3.15,-1.0979999999999992
603,-6.599999999999989,-1.191499999999999
604,-3.4,-1.184499999999999
605,2.249999999999999,-1.198499999999999
606,-4.45,-1.209499999999999
607,1.8499999999999992,-1.1854999999999989
608,2.9499999999999997,-1.093999999999999
609,-5.300000000000001,-1.107999999999999
610,3.1499999999999995,-1.000499999999999
611,-3.2,-1.0469999999999993
612,-4.050000000000001,-1.104999999999999
613,3.25,-1.0979999999999992
614,1.9499999999999993,-1.0349999999999993
615,3.25,-0.9724999999999991
616,2.149999999999999,-0.9129999999999993
617,-5.15,-0.9869999999999992
618,-3.3,-0.9889999999999992
619,-4.750000000000001,-0.9969999999999993
620,3.25,-0.9119999999999994
621,2.049999999999999,-0.9169999999999994
622,-4.550000000000001,-0.9324999999999993
623,3.55,-0.8599999999999993
624,-3.4,-0.8619999999999992
625,-0.6499999999999959,-0.9029999999999991
626,-3.25,-0.9639999999999991
627,-4.0,-0.969499999999999
628,2.7499999999999996,-0.9089999999999993
629,-3.7,-0.8789999999999992
630,-3.25,-0.8804999999999993
631,-5.050000000000001,-0.9474999999999993
632,-3.0,-0.9049999999999995
633,-3.15,-0.9059999999999993
634,0.8500000000000019,-0.8634999999999994
635,3.05,-0.7939999999999992
636,-3.75,-0.8649999999999994
637,1.8499999999999992,-0.8134999999999992
638,3.3499999999999996,-0.8084999999999993
639,3.05,-0.8024999999999993
640,3.65,-0.7294999999999994
641,-3.1,-0.7919999999999991
642,1.0500000000000003,-0.7949999999999993
643,2.8499999999999996,-0.7489999999999993
644,-3.5,-0.7984999999999993
645,-5.1000000000000005,-0.8679999999999994
646,-7.549999999999995,-0.9089999999999994
647,2.249999999999999,-0.9079999999999993
648,-3.65,-0.9729999999999994
649,-4.300000000000001,-1.0444999999999993
650,-3.0,-1.0034999999999994
651,-3.1,-1.0659999999999994
652,3.45,-0.9629999999999995
653,0.1500000000000008,-0.9859999999999995
654,-3.25,-0.9644999999999995
655,3.05,-0.8974999999999994
656,-6.799999999999997,-1.0009999999999994
657,2.249999999999999,-0.9124999999999994
658,-3.45,-0.9129999999999996
659,-3.5,-0.8599999999999995
660,-3.15,-0.8134999999999997
661,-5.799999999999999,-0.8729999999999997
662,-3.7,-0.8754999999999997
663,-7.05,-0.9674999999999996
664,-4.3500000000000005,-1.0364999999999998
665,0.9500000000000006,-1.0384999999999998
666,0.8500000000000001,-0.9899999999999998
667,-3.45,-0.9874999999999996
668,-3.15,-0.9564999999999997
669,-4.9,-0.9374999999999999
670,1.4500000000000006,-0.9374999999999999
671,-3.2,-0.9384999999999998
672,2.6499999999999995,-0.9104999999999999
673,-3.6,-0.9839999999999998
674,0.45000000000000195,-0.9364999999999998
675,-2.249999999999992,-0.9259999999999998
676,-3.6,-0.9994999999999997
677,-4.450000000000001,-1.0694999999999997
678,2.1499999999999995,-1.0835
679,-6.499999999999987,-1.1809999999999996
680,-7.799999999999987,-1.2174999999999994
681,-6.299999999999997,-1.3079999999999996
682,-7.049999999999988,-1.3369999999999993
683,-3.1,-1.3764999999999992
684,3.55,-1.2989999999999995
685,-3.2,-1.3524999999999991
686,-3.0,-1.3979999999999992
687,-4.25,-1.449999999999999
688,-6.75,-1.4874999999999992
689,-3.4,-1.5549999999999995
690,3.65,-1.5529999999999993
691,-3.9000000000000004,-1.5609999999999993
692,-3.7,-1.6324999999999992
693,-3.2,-1.6859999999999993
694,-0.9499999999999975,-1.6669999999999994
695,-3.85,-1.7259999999999993
696,1.75,-1.6759999999999993
697,3.15,-1.6004999999999996
698,3.05,-1.5954999999999995
699,-6.949999999999988,-1.6834999999999993
700,-7.2499999999999885,-1.7674999999999994
701,-3.8000000000000003,-1.7579999999999993
702,-3.9,-1.8284999999999991
703,3.05,-1.7319999999999993
704,1.8499999999999996,-1.6794999999999993
705,-3.3,-1.7349999999999994
706,2.95,-1.6609999999999991
707,-3.45,-1.7139999999999993
708,-4.450000000000001,-1.7879999999999994
709,-0.24999999999999645,-1.7374999999999992
710,-4.3500000000000005,-1.8124999999999991
711,-7.149999999999998,-1.8519999999999994
712,-3.1,-1.8424999999999991
713,-7.699999999999985,-1.951999999999999
714,-6.549999999999989,-2.0369999999999986
715,3.55,-2.033999999999999
716,2.7499999999999996,-2.027999999999999
717,1.1500000000000008,-1.964999999999999
718,3.35,-1.8984999999999992
719,-3.3,-1.883999999999999
720,2.3499999999999996,-1.892999999999999
721,3.1499999999999995,-1.8819999999999988
722,3.65,-1.7999999999999992
723,3.35,-1.8019999999999987
724,3.1499999999999995,-1.7364999999999988
725,3.05,-1.6994999999999991
726,0.049999999999998934,-1.666499999999999
727,-3.4,-1.660499999999999
728,2.249999999999999,-1.6654999999999989
729,-3.15,-1.6599999999999988
730,-3.9000000000000004,-1.666499999999999
731,-3.85,-1.654499999999999
732,2.349999999999999,-1.600999999999999
733,-3.35,-1.6029999999999989
734,3.15,-1.579999999999999
735,3.35,-1.576999999999999
736,-3.0,-1.569499999999999
737,1.75,-1.570499999999999
738,-4.1000000000000005,-1.644999999999999
739,-3.15,-1.706999999999999
740,-0.7499999999999964,-1.750999999999999
741,-3.6,-1.755999999999999
742,-3.15,-1.797999999999999
743,3.25,-1.793999999999999
744,-4.15,-1.8004999999999989
745,-3.1,-1.780499999999999
746,1.8499999999999996,-1.686499999999999
747,0.8500000000000019,-1.700499999999999
748,1.9499999999999993,-1.644499999999999
749,-5.550000000000001,-1.6569999999999991
750,3.35,-1.593499999999999
751,2.749999999999999,-1.5349999999999993
752,-3.85,-1.607999999999999
753,3.55,-1.573999999999999
754,1.5499999999999998,-1.5259999999999991
755,-3.4,-1.590499999999999
756,3.75,-1.4849999999999988
757,-4.500000000000001,-1.5524999999999989
758,-4.900000000000001,-1.566999999999999
759,-3.95,-1.5714999999999992
760,1.9499999999999993,-1.520499999999999
761,-3.0,-1.4924999999999988
762,3.05,-1.4249999999999992
763,-3.1,-1.385499999999999
764,1.3500000000000005,-1.3284999999999991
765,0.8500000000000005,-1.3294999999999992
766,-6.549999999999996,-1.403499999999999
767,-6.7499999999999885,-1.436499999999999
768,1.4500000000000006,-1.390499999999999
769,-6.049999999999992,-1.4019999999999988
770,1.2499999999999991,-1.403999999999999
771,-3.35,-1.405499999999999
772,-3.2,-1.4639999999999986
773,-3.0,-1.4579999999999986
774,3.45,-1.427999999999999
775,-3.4,-1.4394999999999991
776,2.249999999999999,-1.3809999999999991
777,-3.9000000000000004,-1.3754999999999986
778,-4.550000000000001,-1.4424999999999988
779,1.65,-1.360999999999999
780,-7.3,-1.355999999999999
781,-6.699999999999987,-1.3599999999999992
782,-3.15,-1.3209999999999993
783,-3.85,-1.3284999999999993
784,2.6499999999999995,-1.3374999999999992
785,-4.500000000000001,-1.3504999999999994
786,3.65,-1.2839999999999991
787,3.35,-1.2079999999999993
788,3.05,-1.1099999999999992
789,2.6499999999999995,-1.0494999999999992
790,-3.85,-1.1244999999999992
791,3.45,-1.0509999999999993
792,2.4499999999999993,-0.9894999999999992
793,3.3499999999999996,-0.9239999999999992
794,2.4499999999999993,-0.8899999999999992
795,1.7499999999999991,-0.8339999999999992
796,3.45,-0.8169999999999992
797,3.55,-0.8129999999999993
798,-3.6,-0.8794999999999992
799,2.6499999999999995,-0.7834999999999994
800,-4.2,-0.7529999999999996
801,-4.450000000000001,-0.7594999999999996
802,3.55,-0.6849999999999994
803,3.1499999999999995,-0.6839999999999995
804,2.9499999999999997,-0.6729999999999996
805,-3.45,-0.6744999999999994
806,-8.149999999999995,-0.7854999999999995
807,-6.550000000000002,-0.8164999999999994
808,-7.099999999999989,-0.8429999999999994
809,-5.6,-0.8964999999999993
810,-6.849999999999998,-0.9214999999999993
811,2.6499999999999995,-0.8234999999999993
812,2.3499999999999996,-0.7689999999999994
813,-4.25,-0.7344999999999995
814,2.349999999999999,-0.6454999999999997
815,-3.95,-0.7204999999999997
816,-3.1,-0.7789999999999996
817,2.8499999999999996,-0.7619999999999998
818,3.35,-0.7619999999999996
819,1.5499999999999998,-0.7134999999999997
820,1.1500000000000008,-0.7254999999999996
821,-4.3500000000000005,-0.8004999999999997
822,3.15,-0.8054999999999995
823,1.6499999999999995,-0.8224999999999997
824,-3.4,-0.8879999999999996
825,-1.449999999999993,-0.9329999999999997
826,-5.25,-0.9859999999999997
827,-3.6500000000000004,-0.9884999999999995
828,1.6500000000000004,-0.9944999999999996
829,-3.5,-0.9979999999999996
830,-3.9000000000000004,-0.9979999999999996
831,-4.45,-1.0039999999999996
832,-3.0,-1.0574999999999997
833,-3.9000000000000004,-1.0629999999999995
834,3.45,-1.0599999999999996
835,-3.1,-1.1244999999999994
836,-4.1000000000000005,-1.1354999999999995
837,2.3499999999999996,-1.1294999999999995
